0,currentEnergy,Binding Energy,dist_activesite,dist_activesite2,dist_Ser238,dist_Ser238_2,dist_Ser_to_His,dist_Ser238_to_His,dist_Ser238H_to_His,dist_His_Asp,dist_His_Asp2,dist_His273_Asp,dist_His273_Asp2,sasaSer,sasaSer238,sasaLig
1,-11641.1566176,-38.3020459706,35.0531402406,33.2042621658,19.326176738,18.7823201872,2.81903311497,2.87490856952,1.96028548128,1.60036885027,3.11472580214,2.9442219385,1.57309986631,0.00195588235294,0.0362179144385,0.501177036096
2,-11567.2939252,-20.9123748561,29.8885728972,29.8936878505,13.3169382243,13.328188785,2.81386878505,2.86313317757,1.93347233645,1.58155429907,3.05689252336,2.94941383178,1.57054214953,0.00209345794393,0.0306448598131,0.655960794393
3,-11625.1529197,-41.208470698,32.9769084672,32.3675077372,18.7792991241,19.1232128467,2.8203800292,2.88129954745,1.95516151825,1.59096483212,3.11148764964,2.91619972263,1.56161756204,0.00119416058394,0.0348686131387,0.540437556204
4,-11631.87673,-52.1380928523,28.6311658228,28.8170744726,6.27590848101,6.38596092827,2.82512360759,3.03980936709,2.20446917722,1.59405227848,3.09858970464,3.95396392405,4.25052761603,0.00344514767932,0.00177004219409,0.421388056962
5,-11609.6893741,-52.9792209622,30.3851473071,27.4078010189,13.0056956332,11.3295448326,2.80079014556,2.86642615721,1.948826623,1.58948537118,3.10484227074,2.92177497817,1.58492716157,0.00111790393013,0.0371863173217,0.492490544396
6,-11659.4018909,-48.2393945862,29.8261159631,29.3242065523,12.5729737599,11.3203007916,2.82418878188,2.9393814248,2.00808465699,1.58371338171,3.07313967458,5.1695083861,5.98542682058,0.00214907651715,0.0300312225154,0.405850167986
7,-11570.7168103,-24.3204258621,35.03005,35.0603482759,19.5979146552,19.6719784483,2.81833025862,2.8697887931,1.94702689655,1.58349258621,3.0731175,2.91990482759,1.56765293103,0.00143103448276,0.0345,0.581378637931
8,-11611.0238959,-33.1201744931,32.7897373817,35.1920061514,23.3946025237,25.3589320189,2.8224351735,2.8802201735,1.95849205047,1.60070184543,3.12694126183,2.87956108833,1.56071246057,0.000951104100946,0.0361482649842,0.569856585174
9,-11590.4062406,-42.4487254071,29.4703943609,29.9627778195,14.5979236842,15.7014515038,2.8115593985,2.86415699248,1.94245266917,1.58156368421,3.04837116541,2.97014808271,1.56104552632,0.00236842105263,0.0349285714286,0.543500740602
10,-11706.8947892,-62.4056263586,25.6987277852,25.1135292499,6.67594095428,9.93163462494,2.80403691966,2.90250516201,1.98912272082,1.59672623613,3.10221955171,5.23870891256,5.83760980914,0.00106435863293,0.00694318686196,0.347375466489
11,-11583.4534483,-23.959458931,33.3660089655,33.5305551724,15.0778083448,15.1207809655,2.82018337931,2.88361744828,1.95794406897,1.58536496552,3.08003848276,2.82886634483,1.55398655172,0.00195862068966,0.0356482758621,0.613971455172
12,-11676.588984,-70.0862576571,26.7145380213,25.3796957853,8.53936345608,5.47514913043,2.81271784827,2.91368791925,1.98771767968,1.58870870009,3.098054685,4.82040838509,4.36454745342,0.00165838509317,0.0354188110027,0.341686045253
13,-11636.9096032,-39.1697830587,34.4230671429,32.3316314286,25.3758501587,25.1247566667,2.81540014286,2.87601677778,1.95356757143,1.59264412698,3.09360885714,2.9833502381,1.57265655556,0.00154761904762,0.0341063492063,0.520309538095
14,-11619.5600543,-50.9756087446,31.6638065217,33.5030586957,13.1803684783,15.6784021739,2.81613652174,2.8696151087,1.9503363587,1.58487766304,3.08790086957,2.95327130435,1.56696717391,0.00238043478261,0.0327608695652,0.527173673913
15,-11635.1931525,-41.6567440258,32.8411638243,32.2032658915,15.7725824289,14.9529762274,2.81907870801,2.89436844961,1.97758395349,1.60828945736,3.13876103359,2.90496144703,1.56293971576,0.00306718346253,0.0363204134367,0.485120829457
16,-11628.995566,-38.5999919906,28.9585207547,27.4816620755,14.3628045283,13.3080569057,2.82189583019,2.86254924528,1.9436389434,1.59987766038,3.11443854717,2.96387386792,1.56676701887,0.0019320754717,0.0340886792453,0.499434283019
17,-11607.7191824,-31.4242934216,31.9778498952,32.5588348008,21.1936649895,20.6209092243,2.81538490566,2.88061614256,1.95404253669,1.58542968553,3.09644415094,2.92846639413,1.56081909853,0.000551362683438,0.0330251572327,0.596915301887
