0,currentEnergy,Binding Energy,dist_activesite,dist_activesite2,dist_Ser238,dist_Ser238_2,dist_Ser_to_His,dist_Ser238_to_His,dist_Ser238H_to_His,dist_His_Asp,dist_His_Asp2,dist_His273_Asp,dist_His273_Asp2,sasaSer,sasaSer238,sasaLig
1,-11609.0450719,-42.6526311168,32.2206752567,35.3653455852,14.8322598563,18.5781469199,2.81822164271,3.01188104723,2.09876930185,1.59649406571,3.10206182752,3.44368652977,1.53287310062,0.00189835728953,0.0487710472279,0.507592616016
2,-11545.7707071,-25.2461772465,31.7384434343,31.5489080808,12.9514440404,12.620160404,2.81328787879,2.97558979798,2.04136757576,1.59103575758,3.06453575758,3.39989555556,1.53649727273,0.00261616161616,0.035404040404,0.638252616162
3,-11521.0173913,-25.162282713,32.0752808696,31.8296095652,11.6555994783,11.485136087,2.80421678261,3.01871591304,2.12183104348,1.57614634783,3.05251434783,3.47976078261,1.52356643478,0.00218260869565,0.0435913043478,0.672745765217
4,-11610.0019293,-50.4145908039,26.6509980707,28.2859987138,8.84978717042,9.79966861736,2.78144710611,2.92933935691,1.98637054662,1.59361536977,3.08683257235,3.37732726688,1.53052122186,0.000453376205788,0.0193890675241,0.398683954984
5,-11580.7914583,-47.1866739819,28.9548220833,28.8869966667,11.2456405833,13.4331503056,2.81214611111,3.03025231944,2.12042983333,1.604687,3.11278141667,3.46723359722,1.53034569444,0.00146666666667,0.0368902777778,0.454689277778
6,-11594.6482391,-43.0010656087,29.1617771739,29.2430528261,12.9972946957,12.7343207609,2.80711297826,2.92959295652,2.00644991304,1.60038165217,3.15565391304,3.32129091304,1.55268202174,0.00110434782609,0.00670434782609,0.462914919565
7,-11621.8937126,-46.3631594501,26.4758022455,28.1400443114,8.4843695509,11.2687588922,2.8161779491,2.8782832485,1.92456618263,1.60790528443,3.11919185629,3.46249579341,1.53366443114,0.00169910179641,0.0657694610778,0.388535959581
8,-11618.7049505,-62.206212942,33.3255810467,34.1768403112,19.4503983027,20.6420503536,2.81567626591,2.99861520509,2.08025594059,1.59736154173,3.10574165488,3.45042130127,1.52965868458,0.00134370579915,0.0380070721358,0.437706355021
9,-11552.8463874,-30.6121998885,28.7577937173,28.8829591623,9.2110482199,9.35231298429,2.79914518325,3.21823570681,2.59687371728,1.60063575916,3.10008575916,3.44615282723,1.53805136126,0.00101047120419,0.0121884816754,0.49118139267
10,-11593.2038576,-43.6526001128,34.1268234421,33.7233801187,14.3467097923,15.0535890208,2.7910104451,3.05179768546,2.14388186944,1.58493655786,3.08286982196,3.49003183976,1.52774762611,0.000412462908012,0.0332403560831,0.526126854599
11,-11585.7431452,-42.0271301532,34.3609629032,34.624153629,19.7402205645,19.4168745968,2.81530947581,3.01582495968,2.09483290323,1.60499568548,3.10693572581,3.37517399194,1.53056072581,0.00170967741935,0.0346975806452,0.531406177419
12,-11601.4775,-54.83040223,31.4560695,31.016746,13.7403955,13.6485815,2.81620335,2.97741965,2.0546045,1.6028774,3.09453395,3.3913235,1.53436285,0.003265,0.033675,0.47809141
13,-11612.6719298,-60.3633772807,30.7492464912,30.5033574561,13.9751122807,13.6420078947,2.79928921053,2.95772684211,2.02609517544,1.60412837719,3.10433789474,3.29365565789,1.52993320175,0.00102631578947,0.0271184210526,0.404457828947
14,-11611.7619048,-46.258721022,28.6039714286,28.5238637363,9.47096318681,9.36915761905,2.80293212454,2.97329824176,2.03605446886,1.59692263736,3.11781849817,3.29494750916,1.55041300366,0.00108058608059,0.00279487179487,0.407439102564
15,-11623.9865279,-43.2298371522,26.8068920044,27.3742961665,12.5853518072,14.2787845564,2.80894335159,2.93937524644,2.00547520263,1.60645399781,3.11159121577,3.34875297919,1.54149967141,0.00192552026287,0.0258159912377,0.544687020811
16,-11600.3620491,-33.3201507128,32.6530708514,35.0063901876,21.7435037518,23.1614520924,2.80912741703,3.03417126984,2.12887588745,1.59170108225,3.10703510823,3.44987189033,1.53072935065,0.000379509379509,0.0469422799423,0.575141845599
17,-11515.1206349,-31.4577361905,33.6822047619,33.2552793651,15.9181253968,15.3658825397,2.80751507937,3.04141047619,2.12827746032,1.58218809524,3.03185222222,3.49258587302,1.52908111111,0.0028253968254,0.0456031746032,0.644397920635
18,-11527.9279412,-29.2875223235,33.2586926471,33.4107955882,15.3252235294,15.3040970588,2.81424161765,3.00790029412,2.08516617647,1.59196544118,3.06303338235,3.39666720588,1.52779691176,0.00348529411765,0.0335294117647,0.652444720588
19,-11572.5254545,-45.5990113909,31.6436427273,31.5708845455,14.1928518182,14.2433027273,2.81152881818,3.00997054545,2.08882554545,1.59721990909,3.08086545455,3.42579209091,1.53311490909,0.00261818181818,0.0393,0.515156372727
20,-11593.3403553,-30.7222824289,34.2910560914,33.4731337563,14.2553213198,14.1817045685,2.79540951777,3.03779390863,2.12192431472,1.59142662437,3.09062667513,3.50375291878,1.5279385533,0.000573604060914,0.046614213198,0.57696984264
21,-11624.5610253,-53.4438063098,27.3117592914,25.2186218243,9.90645651715,6.72270614776,2.81666569167,2.97791105918,2.03942597437,1.60830221636,3.12005330569,3.41613148511,1.52621254052,0.00108443271768,0.017590652092,0.336427548813
22,-11610.3997778,-64.079508485,30.7354416111,32.2669647778,14.1478714444,13.3067184444,2.81336188333,2.97893532778,2.04900596667,1.60068408333,3.12338687222,3.42830981111,1.53430532222,0.00204944444444,0.00329555555556,0.412039262222
23,-11605.2865416,-48.8813017822,26.1939862153,29.1405747961,4.82029843393,6.13985807504,2.78971439641,3.06368314845,2.19381272431,1.60163369494,3.11719250408,3.38367609299,1.53797193312,0.00034176182708,0.00116965742251,0.363371343393
24,-11608.1167963,-54.6923966444,26.7495137037,27.2265794444,12.0561659259,13.4516022222,2.80525274074,2.96048622222,2.02060977778,1.60019309259,3.1484067963,3.4114607963,1.54320875926,0.000668518518519,0.0210037037037,0.466760468519
25,-11468.1132143,-11.9767975119,35.5498285714,35.7489261905,17.0285988095,17.1716011905,2.8173972619,3.02990154762,2.11397642857,1.59579309524,3.09065702381,3.44909357143,1.5344302381,0.00384523809524,0.0401071428571,0.712258690476
26,-11476.7275714,-37.9899485286,30.2780714286,30.1675314286,11.5207667143,11.4825578571,2.81543871429,2.97827171429,2.04869657143,1.59214128571,3.08175542857,3.43565771429,1.54172971429,0.00278571428571,0.0381285714286,0.537109328571
27,-11610.1017931,-46.6845387448,32.8814615862,32.6322484138,17.744381931,19.8006712414,2.81918991034,3.05670743448,2.15191845517,1.60840327586,3.12206408966,3.45543008966,1.52430128966,0.00191103448276,0.0479275862069,0.518768315172
28,-11604.9978172,-46.7774993997,28.1228909959,29.1401542974,12.6375598226,11.8236254297,2.80919763984,2.92777335607,1.98693242838,1.60716229195,3.10701929059,3.30532768076,1.54732414734,0.000907230559345,0.0140600272851,0.450699757162
29,-11595.0798601,-42.8739521441,33.1034208392,34.1889637762,19.6934588811,20.4075855944,2.81914966434,3.04254387413,2.14184938462,1.60549903497,3.11902342657,3.42528146853,1.52931664336,0.00168671328671,0.043558041958,0.538686355245
30,-11584.8386179,-36.360578687,33.6443317073,34.736896748,16.9493471545,19.0651678862,2.81874792683,3.05267995935,2.14522829268,1.60311776423,3.1119095122,3.43312752033,1.5246900813,0.00165447154472,0.0438658536585,0.524616800813
31,-11513.5,-46.4778538462,31.3246892308,31.0749061538,13.7594246154,13.4919283077,2.80971892308,3.03849169231,2.10868830769,1.57337569231,3.01521,3.49676753846,1.53218338462,0.00246153846154,0.039,0.490013984615
32,-11593.5521805,-28.5726210011,28.3522565414,27.0438320301,14.6987033083,15.5063787519,2.80986147368,2.99853867669,2.06513455639,1.60377682707,3.1076055188,3.38594342857,1.52833031579,0.00113533834586,0.0256406015038,0.564348965414
33,-11613.7625148,-54.4074532159,32.7388281139,31.2390752076,13.5189081851,14.2649244365,2.81579326216,3.04318539739,2.1121323013,1.608841293,3.12481635824,3.40008180308,1.5276133452,0.00145551601423,0.034453143535,0.461810189798
34,-11515.9534247,-21.4995304137,34.4318287671,35.0280726027,17.8832,17.8186191781,2.82287986301,3.03380890411,2.12177958904,1.5906260274,3.04963438356,3.46116616438,1.53025041096,0.00391780821918,0.0465479452055,0.728485232877
35,-11584.6130435,-54.910185786,28.7068973244,26.5588882943,10.5211070903,9.75297394649,2.81289919732,2.99203491639,2.06883351171,1.59972464883,3.12336561873,3.44235501672,1.53437060201,0.00132775919732,0.0387859531773,0.423132006689
36,-11535.966087,-34.8453586223,32.3115440217,32.5057728261,11.0598140217,11.2609875543,2.81679059783,3.09856548913,2.26661554348,1.59822711957,3.12674380435,3.50946472826,1.57165771739,0.00254891304348,0.0334891304348,0.502409081522
37,-11473.8047619,-36.6609658571,32.3926095238,32.9710595238,14.7744857143,14.9010166667,2.81172690476,3.05435119048,2.13600714286,1.57863571429,3.00180857143,3.47585261905,1.52669166667,0.00542857142857,0.0434761904762,0.585819571429
38,-11591.0376838,-48.4471547799,29.0165446691,26.1296004596,18.4285001838,17.1354847426,2.81581144301,3.06037413603,2.15816695772,1.60548570772,3.12646265625,3.47989789522,1.52834529412,0.00123713235294,0.0446341911765,0.486603957721
39,-11628.8833333,-49.9788918791,25.7046671569,28.1852186275,10.5926577451,12.6983411275,2.80209477124,2.96132127451,2.02767977124,1.60413531046,3.10597169935,3.3018100817,1.53408091503,0.000341503267974,0.019864379085,0.398962578431
40,-11495.6849057,-34.0612007547,32.3074150943,32.437654717,14.1322060377,13.9788218868,2.8134990566,3.02213188679,2.10506433962,1.57687226415,3.02068584906,3.47117962264,1.53235037736,0.00447169811321,0.0447547169811,0.594881358491
41,-11577.8131579,-35.2255323026,27.5124322368,27.7697572368,12.3562630921,12.8098402632,2.81139401316,2.98690828947,2.05947230263,1.60081190789,3.09538756579,3.38751282895,1.53500625,0.00184868421053,0.0319342105263,0.509811973684
42,-11503.9215385,-34.716248,29.2896371795,28.5155384615,13.6209396154,13.3126538462,2.81450217949,2.97982653846,2.04806897436,1.60399051282,3.07626794872,3.42325333333,1.54149589744,0.00362820512821,0.0321025641026,0.513232217949
43,-11618.4756849,-52.9078103527,29.0337938356,27.0843462329,11.3564508904,8.37675109589,2.81084808219,2.9836240411,2.05466794521,1.6038035274,3.11600931507,3.38131578767,1.52777496575,0.0013595890411,0.0224006849315,0.39346759589
44,-11539.530303,-26.5566324242,35.0175333333,34.6461787879,19.3431565657,19.1686393939,2.8197430303,3.04138080808,2.13231575758,1.58869111111,3.0694320202,3.46799353535,1.52689777778,0.00339393939394,0.0458585858586,0.601073434343
