0,currentEnergy,Binding Energy,dist_activesite,dist_activesite2,dist_Ser_to_His,dist_SerH_to_His,dist_His_Asp,dist_His_Asp2,dist_Ser238,dist_Ser238_2,dist_Ser238_3,dist_Ser238_4,dist_Ser238_5,dist_Ser238_6,dist_Ser238_to_His,dist_Ser238H_to_His,dist_His273_Asp,dist_His273_Asp2,sasaSer,sasaSer238,sasaLig
51,-11626.691008695652,-58.78089206523478,36.53625408695652,36.36547043478261,2.7974476695652175,1.9005892,1.5802706956521742,3.0934405217391308,13.390912173913042,14.179333565217394,13.421382539130434,12.736608904347825,15.917808869565215,15.123116539130436,3.0390834608695654,2.1264178608695654,3.5395498782608694,1.5238894260869564,0.00038608695652173915,0.04329391304347825,0.4907218434782609
52,-11593.8527294686,-68.88761215966184,31.761482850241546,30.9837036231884,2.7967114975845413,1.9028541545893722,1.5720634541062801,3.0588460144927527,7.043843140096619,12.264193961352657,14.615515362318842,8.898063309178744,12.932451932367147,13.145589347826085,3.097265603864735,2.2128350724637684,3.467289806763285,1.5330570289855074,0.0005458937198067632,0.00011111111111111113,0.3743017777777778
53,-11614.934500924215,-49.00004298243993,30.566707670979667,33.20615369685767,2.8042809704251384,1.9148461367837337,1.5701650277264325,3.05758219038817,7.388222310536045,12.850118853974122,14.160981977818855,8.299733567467651,13.029802310536045,15.88260304990758,3.030209075785582,2.1057034750462105,3.4289812569316083,1.5341152310536046,0.00017744916820702404,0.03390388170055453,0.42853254066543434
54,-11609.341565656565,-51.53681241414142,30.181711111111117,29.245249494949494,2.802639444444445,1.9109906060606061,1.5714602525252526,3.040892070707071,14.534890808080807,12.313342474747476,9.87244904040404,12.588237474747475,12.210060555555552,10.155959292929293,2.880642373737374,1.9295030303030305,3.4814637373737374,1.534147272727273,0.0006212121212121212,0.010212121212121214,0.409102398989899
55,-11622.00429844098,-59.36510049443206,36.8199877505568,34.276840757238304,2.810634743875278,1.916772271714922,1.5820132293986637,3.091435456570156,12.387794877505566,14.947096013363028,13.670917594654789,9.860826391982181,13.957769420935414,15.56827416481069,3.1063429398663693,2.1886087082405346,3.4507167037861914,1.5303147661469931,0.0010178173719376394,0.051755011135857475,0.4645744677060134
56,-11624.969129032259,-58.965802096774205,36.157815806451616,33.18486,2.8114995161290324,1.9191588387096772,1.6014826774193547,3.082280709677419,16.40948164516129,15.699268774193548,12.733944967741934,13.469813451612904,13.02272293548387,13.059495483870968,3.0192322258064515,2.0857686451612905,3.4174884516129036,1.5233198709677416,0.0009903225806451614,0.03977096774193548,0.4590003193548387
57,-11673.752259814873,-62.169502137887015,26.845024002553462,26.3107672518353,2.802615330354293,1.906163731248005,1.5841141525694222,3.0877845770826684,5.029068257261411,7.634264526013406,10.38016445579317,6.971492856686882,11.93660832428982,14.269147443345036,2.9461951324609004,2.025985454835621,3.497986393233323,1.5239494510054261,0.0007133737631662944,0.00392243855729333,0.33981133769549954
58,-11565.65057522124,-24.245216610176985,37.77595309734514,38.71107300884956,2.8162021238938055,1.9269668141592922,1.5763699999999998,3.045783097345133,22.741041592920354,21.695532300884956,21.608560176991155,22.97513982300885,21.31940221238938,21.505396460176993,2.9998635398230085,2.082054734513274,3.421354469026549,1.5353553097345134,0.0014203539823008852,0.05146460176991152,0.5280396283185841
59,-11601.15828451883,-43.41862521757323,36.6154849372385,34.95164184100418,2.812956945606694,1.9182472384937237,1.5855849372384938,3.1213476569037657,14.786047991631799,14.974809623430964,14.319852217573223,14.433683430962342,10.530609037656902,11.166516276150626,3.0678485774058575,2.137651757322176,3.468656150627615,1.5317219665271966,0.0008451882845188285,0.04330543933054393,0.5010241757322176
60,-11590.466649484537,-53.46498939690722,31.748538659793816,31.673359793814434,2.809748969072165,1.9212621134020618,1.571619381443299,3.0483437113402063,19.55666288659794,17.90855819587629,15.236973195876288,17.85257474226804,13.327453608247422,11.377442680412372,2.929696752577319,1.9958588144329894,3.477371443298969,1.532695051546392,0.0007835051546391753,0.03991237113402061,0.503092525773196
61,-11614.239521044992,-62.63800730769231,39.052955297532655,38.31266531204644,2.8096719738751816,1.9198012626995646,1.571859303338171,3.0745749346879534,13.870835631349783,19.14835718432511,20.71986095791001,13.893471843251088,17.531389840348332,20.10567010159652,2.99412236574746,2.062084412191582,2.6463178229317856,1.6218833236574746,0.00023367198838896954,0.05446589259796807,0.46947706095791003
62,-11634.103541666665,-80.0078429597701,28.139629597701152,29.74674446839081,2.8132117385057476,1.9218961422413796,1.5784282040229884,3.0864514080459773,15.241706745689655,14.1911576795977,11.727401264367817,12.419131221264367,10.262563462643676,7.67591985632184,2.9333747772988503,2.002025158045977,3.388156709770115,1.519760028735632,0.00011853448275862072,0.01048060344827586,0.3375229992816092
63,-11641.107999286733,-77.7290650438659,28.366348823109846,30.062393188302426,2.786394868045649,1.8900044793152642,1.5679610663338088,3.048947689015692,14.783483780313837,11.385310681169758,11.104794151212554,13.394175217546366,8.141287414407989,6.962154404422254,2.9000658309557776,1.9747108559201143,3.4566988623395147,1.521580802425107,4.6362339514978605e-05,0.04178245363766048,0.37220162731811696
64,-11634.011564653425,-69.95374595052695,26.001619213619783,27.915349250101336,2.8016810863396837,1.8999684069720308,1.5866623753546818,3.1377184312930684,19.557666643696795,15.581482217267936,12.92848134171058,19.0213602594244,13.277845642480745,8.645565938386707,3.4816351438994726,3.152796424807459,3.4578574057559797,1.523324312930685,0.00014835832995541145,0.0005605999189298743,0.40028597770571545
65,-11641.530463671128,-78.9033625708413,29.207591921606117,29.557528824091776,2.814715956022945,1.9195975669216059,1.5891566300191207,3.146968919694072,15.02079534416826,11.686899426386233,10.338649913957935,13.24356945506692,9.630028140535373,6.714997380497132,2.945875119502868,2.0136950956022943,3.449902997131931,1.53450646749522,0.00017304015296367115,0.04388240917782028,0.3351487270554493
66,-11598.952781350483,-37.6792661914791,35.78789887459807,35.44587749196141,2.7841987781350483,1.8854860610932473,1.5774541800643087,3.110041977491961,15.33391993569132,16.191285530546626,16.19146993569132,15.090726045016076,19.265857395498394,20.24698344051447,3.0291838424437305,2.10250077170418,3.471941704180064,1.53615884244373,0.00022990353697749198,0.05526205787781351,0.5024257395498392
67,-11562.315612244898,-42.59522021428572,30.637766326530617,30.98747244897959,2.7998329591836733,1.9071103061224493,1.574828367346939,3.0462088775510208,12.473616836734696,13.720370306122446,13.757474285714284,12.328419897959181,14.154947142857145,14.521696632653063,3.0089599999999996,2.1054029591836736,3.488156326530613,1.5354588775510203,0.0011224489795918367,0.00016326530612244898,0.47461059183673465
68,-11598.361689552237,-46.82477882208955,37.03995008955224,38.211914388059704,2.808320692537313,1.9198220835820896,1.5723405552238807,3.0727955820895523,9.826673677611941,13.766881188059703,15.426930686567164,9.550321092537313,14.925059940298508,17.297016955223878,3.0353797970149254,2.1180863641791046,3.446079910447761,1.5389867402985076,8.776119402985076e-05,0.04781552238805971,0.4405456035820895
69,-11622.929802737519,-72.60442512607891,28.556937962962966,26.638808655394527,2.798900483091787,1.9034148752012883,1.5741611755233496,3.071442966988728,13.163144029790661,16.33093429951691,14.158639122383253,11.870534702093398,17.33279070048309,18.730241630434783,3.0676064774557164,2.1442013929146535,3.4476378180354263,1.5358518599033817,8.21256038647343e-05,0.045916666666666654,0.3927162624798712
70,-11647.30878076923,-77.74045880807692,31.257795076923077,29.96626646153846,2.8175973653846156,1.9250233576923081,1.607551453846154,3.141823053846154,6.4279000153846155,9.822905211538462,10.94433953846154,3.4130574692307696,6.6238417576923085,11.351144430769232,3.0201024884615384,2.0849324846153845,3.4020513115384614,1.5141790038461538,0.001105,0.00029499999999999996,0.3390590857692308
