0	2.318705
1	3.978380
2	4.889255
3	5.111212
4	4.156599
5	4.328767
6	4.293170
7	4.658421
8	4.539932
9	4.651633
10	5.308127
11	5.346076
12	3.882795
13	4.007855
14	3.977602
15	4.111462
16	4.975712
17	5.551198
18	6.156038
19	5.592937
20	6.142912
21	4.119162
22	5.466972
23	4.450763
24	5.240011
25	6.324364
26	5.724962
27	5.644767
28	5.308589
29	6.200554
30	5.882874
31	5.792736
32	5.688322
33	3.915725
34	4.849011
35	5.259782
36	3.918943
37	3.949290
38	4.698348
39	4.536277
40	4.663455
41	4.273863
42	3.308745
43	3.823530
44	3.942956
45	4.406008
46	3.722377
47	4.383848
48	4.169040
49	4.734775
50	3.892416
51	4.050817
52	4.814085
53	5.017672
54	4.417910
55	5.872090
56	5.502180
57	5.484207
58	4.938941
59	5.538815
60	5.519636
61	5.779949
62	5.705621
63	5.570800
64	5.864810
65	5.182616
66	5.434834
67	5.413003
68	6.195718
69	5.192706
70	5.308350
71	5.356025
72	5.889905
73	4.997449
74	5.636467
75	5.909434
76	5.886038
77	5.294178
78	5.834057
79	5.811719
80	5.641313
81	5.037552
82	5.524693
83	5.238919
84	5.411214
85	5.849561
86	5.152319
87	5.486030
88	5.630462
89	5.285699
90	5.207389
91	5.927091
92	5.472507
93	6.279624
94	5.491838
95	5.778348
96	5.645691
97	5.552673
98	5.948605
99	6.183028
100	6.171800
101	5.420415
102	5.637463
103	5.383420
104	5.642489
105	5.911186
106	6.119956
107	5.603461
108	5.514837
109	5.767643
110	5.593065
111	5.808528
112	5.550361
113	4.137595
114	4.671358
115	4.404201
116	5.905371
117	5.729894
118	5.992815
119	5.407013
120	5.494034
121	5.597793
122	4.922369
123	5.654678
124	5.522915
125	5.572417
126	5.596785
127	5.859065
128	5.587891
129	5.805189
130	4.176772
131	4.463607
132	4.081254
133	3.178006
134	3.784362
135	3.542231
136	3.908718
137	4.769834
138	3.719755
139	4.739460
140	4.479052
141	4.334515
142	3.975840
143	4.302940
144	4.117328
145	4.731816
146	4.962982
147	5.063229
148	4.137270
149	3.864520
150	4.322901
151	4.151361
152	4.234999
153	3.888071
154	4.189487
155	4.200416
156	4.380934
157	3.490646
158	3.792382
159	4.463966
160	4.207383
161	4.091992
162	4.201881
163	3.798170
164	3.980918
165	4.102607
166	4.421132
167	5.274448
168	3.829881
169	3.733548
170	3.848609
171	4.180933
172	4.816493
173	3.303394
174	3.877589
175	4.378653
176	4.626498
177	4.230343
178	3.715320
179	3.263524
180	4.135348
181	4.827153
182	3.766633
183	3.928677
184	4.439349
185	4.193533
186	4.063127
187	4.524243
188	4.972500
189	3.567816
190	3.507265
191	3.920854
192	3.630727
193	3.874982
194	3.623412
195	4.279042
196	3.988723
197	3.751226
198	3.974656
199	4.329656
200	6.844124
201	5.505752
202	5.714666
203	5.967144
204	5.488925
205	5.539574
206	5.595837
207	6.167554
208	4.572679
209	3.391133
210	4.149002
211	4.420295
212	4.348531
213	4.552461
214	4.261422
215	4.646437
216	3.845375
217	4.603476
218	4.471480
219	4.141557
220	4.079573
221	5.173734
222	4.861791
223	3.870961
224	3.974933
225	3.817340
226	4.385098
227	4.547408
228	4.145430
229	3.985739
230	4.279127
231	4.539636
232	4.360490
233	4.217698
234	4.578424
235	4.399386
236	4.155069
237	3.964050
238	4.473862
239	5.011797
240	3.963243
241	4.379010
242	4.380394
243	4.311335
244	4.610054
245	3.531435
246	4.447261
247	3.963468
248	4.167138
249	3.865257
250	4.148541
251	4.179679
252	3.799309
253	3.948299
254	3.611817
255	3.652749
256	4.426860
257	4.116583
258	3.731618
259	4.370775
260	4.031390
261	4.101768
262	4.555293
263	4.305683
264	3.810942
265	4.659570
266	4.275137
267	4.533823
268	4.120884
269	4.110323
270	4.468607
271	4.026136
272	4.385323
273	3.550063
274	4.630348
275	4.380750
276	4.019476
277	3.987402
278	4.502733
279	4.553914
280	4.425842
281	5.128094
282	3.906440
283	4.877151
284	3.671606
285	4.280712
286	3.779284
287	4.167314
288	4.687750
289	4.486852
290	4.114622
291	3.710577
292	4.378883
293	3.815143
294	4.064811
295	4.687912
296	4.798757
297	4.495418
298	4.732447
299	4.300601
300	4.858354
301	4.076385
302	4.921685
303	4.821492
304	4.944382
305	4.768627
306	4.782379
307	4.947668
308	4.001720
309	4.761311
310	4.459199
311	3.790405
312	3.943717
313	4.299083
314	4.335770
315	3.758801
316	3.889073
317	4.673221
318	5.527427
319	5.702541
320	5.652022
321	5.067717
322	5.767220
323	5.815437
324	6.263692
325	6.180703
326	5.938695
327	5.743011
328	5.663614
329	5.129894
330	6.211589
331	5.929764
332	4.196198
333	4.460378
334	3.637430
335	4.805721
336	5.413483
337	4.582424
338	6.214052
339	6.005884
340	5.018097
341	4.482644
342	6.253510
343	5.979179
344	6.332025
345	6.211480
346	5.837757
347	5.698120
348	5.447951
349	6.040642
350	5.440973
351	6.032406
352	5.596532
353	5.839876
354	5.403725
355	5.646850
356	5.653440
357	5.455283
358	5.362581
359	5.732451
360	5.165706
361	5.577505
362	5.661751
363	6.217428
364	6.011089
365	5.673877
366	5.881792
367	5.317198
368	5.625308
369	5.793360
370	5.664684
371	5.705819
372	5.968119
373	5.629932
374	5.656934
375	5.577705
376	5.890744
377	5.580873
378	5.362546
379	6.093409
380	5.914567
381	5.904083
382	5.735063
383	5.187053
384	5.812720
385	6.075768
386	6.032477
387	4.942795
388	5.950488
389	6.036107
390	6.110365
391	5.735231
392	5.624787
393	3.932385
394	4.597754
395	4.240505
396	4.369620
397	4.223103
398	4.327711
399	4.385444
400	4.819832
401	3.761286
402	4.462506
403	4.356728
404	3.824406
405	4.257458
406	3.964848
407	3.870101
408	4.358004
409	3.483117
410	4.246201
411	3.479380
412	3.989602
413	4.239495
414	4.759134
415	4.012318
416	3.577718
417	3.890066
418	4.504730
419	3.741100
420	4.772188
421	3.985071
422	4.184997
423	4.335726
424	4.304264
425	3.924817
426	4.233135
427	4.038635
428	3.606228
429	4.273766
430	3.763987
431	3.935344
432	3.971256
433	3.839130
434	3.753053
435	3.524725
436	3.823754
437	3.953959
438	4.253541
439	4.130986
440	3.619540
441	4.490311
442	3.544911
443	4.138465
444	4.050726
445	4.557039
446	3.698676
447	5.251982
448	4.145917
449	4.530408
450	4.092557
451	3.606934
452	4.416395
453	3.941873
454	3.915945
455	3.659257
456	3.891128
457	4.661081
458	3.845632
459	4.637914
460	4.379236
461	4.427714
462	3.495226
463	3.606816
464	4.575175
465	4.022661
466	4.182188
467	4.218853
468	3.898581
469	3.618783
470	4.593586
471	4.565805
472	3.932074
473	4.068474
474	3.413181
475	3.647495
476	3.500928
477	4.018319
478	4.106887
479	4.157537
480	3.826452
481	4.315018
482	4.343192
483	4.285721
484	4.717398
485	3.910982
486	4.591032
487	5.140763
488	5.479828
489	5.335552
490	5.956759
491	5.385700
492	5.180195
493	5.883181
494	6.508788
495	6.345056
496	5.448549
497	6.159198
