0,currentEnergy,Binding Energy,dist_activesite,dist_activesite2,dist_activesite3,dist_Ser_to_His,dist_His_Asp,dist_His_Asp2,dist_Ser133,dist_Ser133_2,dist_Ser133_3,dist_Ser133_to_His,dist_His_Glu,dist_His_Glu2,sasaSer,sasaSer133,sasaLig
11,-11518.081153846153,-22.953814923076916,21.618128846153844,21.455763461538464,19.67265576923077,2.820716153846153,1.582303653846154,3.0234900000000007,11.484395961538464,11.233429230769229,9.692264615384616,4.285042884615384,2.174961346153846,2.438986538461539,0.006346153846153845,0.02021153846153846,0.6331432115384614
12,-11467.063137254903,-4.881444058823529,27.392945098039213,26.39385882352941,27.637721568627455,2.8211970588235284,1.5738364705882353,3.015012941176471,16.254770588235296,16.944144313725488,15.847116666666668,4.767595882352941,3.2771903921568626,2.9854000000000003,0.008686274509803922,0.07592156862745097,0.7474646078431374
13,-11504.120363636366,-10.75034337090909,23.31184727272727,22.367763636363634,23.86098363636364,2.8250652727272723,1.5836229090909093,3.0441983636363634,11.92092018181818,12.829251818181817,11.86389618181818,4.462394,3.4942994545454553,3.934022,0.008818181818181819,0.0024363636363636367,0.6714855272727275
14,-11569.119384615386,-3.8593727192307683,24.112745384615383,24.596753846153845,25.215696923076926,2.8281848461538464,1.5853702307692308,3.070614307692308,13.39668176923077,14.706181615384615,15.334275153846153,4.489658384615385,1.6670092307692308,2.3108566153846155,0.008630769230769232,0.0003846153846153846,0.6687520461538461
15,-11522.542950819672,-14.319777803278688,23.80485245901639,23.00099180327869,23.47843606557377,2.829022622950819,1.5867308196721315,3.053568196721312,12.608566557377047,12.733782459016394,11.664035081967214,4.229941639344262,1.9447422950819673,2.2137524590163937,0.008262295081967214,0.010180327868852462,0.6643709344262295
16,-11533.997599999999,-20.87413472133333,23.146132,21.724806666666666,24.316746666666667,2.8210225333333336,1.5781334666666667,3.047444,11.938933200000001,13.443954533333335,12.390416533333333,4.513114399999999,3.3734589333333336,3.511960533333333,0.007173333333333334,0.0010133333333333335,0.6539149866666666
17,-11511.374482758622,-28.9265119137931,20.93870344827586,20.673310344827588,21.855318965517238,2.8178050000000003,1.5793144827586207,3.0456981034482755,10.16436672413793,11.994584137931037,11.426553103448276,4.491340344827586,2.3005641379310338,2.2861672413793097,0.006637931034482758,0.03510344827586207,0.5846024655172414
18,-11527.824927536232,-8.594018330434784,24.370082608695647,23.74208840579711,25.677213043478265,2.8266118840579706,1.5875336231884054,3.0482697101449276,15.87684072463768,17.0726215942029,16.864977246376817,4.477588260869567,2.395279855072463,1.8271657971014494,0.009681159420289857,0.0008840579710144927,0.7000553913043479
19,-11541.051578947368,-19.6883203,22.58887763157895,21.585648684210526,22.816914473684207,2.8349197368421053,1.5857926315789475,3.0247632894736842,10.99337644736842,11.458526184210525,10.34483052631579,4.684152763157895,2.0568971052631575,2.8086860526315793,0.014802631578947366,0.0008421052631578948,0.618630052631579
20,-11526.779759036144,-9.231160225301204,26.136638554216866,25.42466385542168,26.372206024096382,2.8226538554216867,1.5830907228915665,3.0541948192771087,14.463968313253012,15.127476987951807,14.352434096385544,4.162131686746987,3.575518674698794,3.2700360240963855,0.008024096385542169,0.012518072289156622,0.6833886144578314
21,-11515.572075471697,-19.557416301886793,20.913524528301892,20.86944716981132,22.813143396226412,2.8182756603773584,1.5844569811320757,3.0352939622641517,9.215804716981133,11.637571509433965,12.557360566037737,3.9834392452830194,2.092238679245283,2.193281698113207,0.007169811320754717,0.011113207547169811,0.6340497169811322
22,-11525.688048780488,-3.168732843902439,26.40295853658537,26.266214634146337,28.03543170731707,2.8213663414634147,1.578394268292683,3.039420487804878,15.842278658536584,17.745564146341465,17.4163593902439,3.909905487804879,2.0583320731707317,3.127839268292683,0.007378048780487806,0.008560975609756096,0.7182559268292683
23,-11472.656774193549,-2.8974031725806446,25.574648387096776,24.711538709677416,25.116087096774194,2.826058548387096,1.5850714516129034,3.0338358064516133,15.081442580645161,14.919358870967745,14.045065806451612,4.5010595161290325,4.8571220967741935,6.102527419354839,0.018951612903225803,0.0005483870967741936,0.749091935483871
