0	1.787736
1	2.094134
2	1.944584
3	2.069520
4	3.648423
5	2.151210
6	1.793768
7	1.754592
8	1.645632
9	1.800250
10	1.681249
11	1.742126
12	1.814524
13	1.745166
14	1.784210
15	2.616525
16	2.804445
17	2.926791
18	2.960762
19	2.759183
20	2.817251
21	3.038187
22	2.411494
23	3.052641
24	3.043567
25	2.998866
26	3.165609
27	2.894910
28	2.702073
29	2.364149
30	2.815830
31	2.653809
32	2.382101
33	1.774429
34	1.774516
35	1.852297
36	1.714498
37	1.866600
38	1.902866
39	1.805211
40	1.651604
41	1.787679
42	1.821344
43	3.159303
44	2.993208
45	2.785316
46	2.889741
47	2.950677
48	2.939849
49	2.777785
50	2.560331
51	2.731373
52	2.794653
53	2.861275
54	3.024137
55	2.343203
56	3.120143
57	2.902312
58	2.602213
59	3.103448
60	2.650490
61	3.348669
62	3.095899
63	2.372782
64	2.482921
65	2.660301
66	2.395018
67	2.688010
68	3.211014
69	2.478749
70	2.371265
71	2.491686
72	3.608656
73	3.186927
74	2.754485
75	1.735107
76	1.627084
77	1.696761
78	1.766127
79	1.714437
80	1.786226
81	3.898064
82	2.661972
83	3.629544
84	1.904443
85	3.901603
86	2.880989
87	3.826865
88	3.664492
89	3.759215
90	3.238410
91	2.941854
92	3.653230
93	3.102790
94	3.324051
95	2.817995
96	3.526770
97	2.612833
98	3.393714
99	3.424105
100	2.666645
101	3.028695
102	3.061406
103	5.616948
104	3.725023
105	4.126753
106	2.552118
107	3.957247
108	4.536453
109	5.204784
110	3.731635
111	2.997766
112	4.498668
113	2.309156
114	1.920859
115	1.806487
116	2.047070
117	3.640109
118	4.939201
119	1.757328
120	1.916454
121	2.066569
122	1.805491
123	3.911253
124	3.534771
125	3.185687
126	2.943229
127	3.026897
128	3.240895
129	2.953455
130	2.378844
131	3.409472
132	2.828957
133	1.726383
134	1.772484
135	3.230124
136	2.941667
137	2.075331
138	1.847728
139	2.709613
140	3.590405
141	3.203061
142	3.205387
143	3.268854
144	3.048327
145	3.641991
146	3.169148
147	3.645860
148	3.911968
149	6.757714
150	9.358025
151	9.211917
152	8.213860
153	10.454345
154	9.686820
155	8.638436
156	4.290886
157	4.342016
158	3.894444
159	3.553097
160	4.905202
161	3.584759
162	2.707065
163	3.232506
164	3.207320
165	4.260398
166	4.008130
167	3.529887
168	2.728168
169	3.539307
170	3.176822
171	5.701728
172	6.820154
173	7.267468
174	6.828331
175	5.752860
176	7.989154
177	7.135411
178	7.609082
179	6.748283
180	6.709738
181	6.537240
182	6.178399
183	6.169149
184	6.489020
185	6.594582
186	5.763447
187	6.503513
188	6.373728
189	5.304507
190	6.771786
191	6.981898
192	3.636221
193	5.356586
194	4.082280
195	5.921638
196	6.904881
197	6.392198
198	4.638134
199	6.352417
200	7.739980
201	9.100467
202	8.012368
203	7.708566
204	9.284018
205	6.334990
206	7.017791
207	6.462857
208	7.431616
209	7.482099
210	6.260055
211	6.157597
212	5.743040
213	5.851247
214	7.217215
215	6.219822
216	6.293186
217	6.587102
218	7.157248
219	6.417938
220	8.064806
221	9.627352
222	8.529459
223	7.239619
224	7.797470
225	8.730275
226	7.778210
227	8.340220
228	8.079146
229	7.314248
230	6.102740
231	6.586030
232	8.637857
233	8.103212
234	8.282759
235	7.464189
236	8.373881
237	7.066825
238	7.733752
239	8.756684
240	7.436195
241	6.414060
242	6.903595
243	8.129318
244	6.954889
245	7.832811
246	7.298182
247	7.224776
248	8.638925
249	7.237687
250	8.125211
251	8.692647
252	7.559185
253	7.627110
254	6.391168
255	8.450438
256	6.480152
257	7.470547
258	6.746897
259	7.658989
260	6.544844
261	6.706488
262	7.102744
