0	2.967123
1	3.471871
2	3.266204
3	3.480889
4	3.562710
5	2.872440
6	4.034117
7	3.420493
8	3.324619
9	3.731271
10	3.419666
11	3.356264
12	3.307764
13	3.147394
14	3.401103
15	3.492291
16	3.329068
17	3.807859
18	3.254119
19	3.636100
20	3.493092
21	3.318599
22	3.025130
23	3.272583
24	4.028534
25	3.487764
26	3.263834
27	3.510285
28	3.409544
29	3.606854
30	3.438982
31	3.457935
32	3.507336
33	3.665803
34	3.296939
35	3.507037
36	3.726732
37	4.114001
38	3.497700
39	3.630895
40	3.695482
41	3.279709
42	3.621713
43	3.778571
44	3.646271
45	3.837369
46	3.903062
47	3.492980
48	3.472867
49	4.053702
50	4.058867
51	3.953203
52	4.029949
53	3.480186
54	3.467160
55	4.330934
56	4.059225
57	3.735091
58	3.705687
59	4.272400
60	4.217605
61	3.522413
62	4.089437
63	4.052023
64	4.147915
65	3.907302
66	4.080757
67	3.924346
68	3.652229
69	4.589759
70	3.938426
71	3.998175
72	4.071987
73	3.713302
74	3.476004
75	3.988546
76	3.643214
77	3.560424
78	3.331379
79	4.044203
80	4.190522
81	4.047678
82	4.284883
83	3.898165
84	3.984645
85	3.710338
86	3.843292
87	3.763455
88	3.780376
89	4.014416
90	4.136978
91	3.901257
92	4.572735
93	3.965285
94	4.352902
95	4.313538
96	3.122530
97	3.741098
98	3.687424
99	4.046492
100	3.752665
101	3.640151
102	3.837666
103	3.767015
104	3.878878
105	4.156250
106	3.945403
107	3.666347
108	4.268407
109	3.585583
110	3.887249
111	4.141692
112	3.733699
113	3.657880
114	3.910560
115	3.598846
116	3.928688
117	3.926755
118	4.205569
119	3.426865
120	4.274412
121	3.277024
122	4.055354
123	4.186609
124	3.878597
125	3.603292
126	3.433439
127	4.185035
128	4.207006
129	3.585150
130	4.251096
131	3.644695
132	3.881674
133	4.145771
134	4.479310
135	3.696281
136	3.900987
137	4.262514
138	3.720968
139	3.983718
140	4.130009
141	3.731624
142	3.545106
143	3.541128
144	3.719935
145	3.703001
146	4.375718
147	4.109854
148	4.936153
149	3.710026
150	4.284229
