,Binding Energy,cat_events,cat_n_trajectories,dist_His65_Asp,dist_His65_Asp2,dist_His_Asp,dist_His_Asp2,dist_Ser_to_His,dist_Ser_to_His65,sasaLig
Report_summary,-30.392(+-)7.973,4,4,3.237(+-)0.522,1.96(+-)0.595,1.568(+-)0.009,2.968(+-)0.145,1.938(+-)0.03,3.58(+-)1.307,0.572(+-)0.15
